,Name,Reviews,Rating
7255,Debojit saha,It is a value for money productREAD MORE,5
7256,Sapna  Pandey,"Product is not bad, bt so so ProductREAD MORE",
7257,Pavani Sri,Nice I love itREAD MORE,5
7258,Bhagya Laxmi,"The product is very good . it's display and brightness is good, bpm , heart rate and spo2 are accurate and sports mode work good .READ MORE",5
7259,BHARTI SHARMA,Lovely & Stylish smartwatch with good features. Arrived well packed packed & promptly before time. Happy to have it😊.READ MORE,5
7260,Flipkart Customer,Very much satisfied 😀READ MORE,5
7261,Satyam Singh,Good product in this Price rangeREAD MORE,4
7262,Tushar Aggarwal,It's a nice one under this price.READ MORE,4
7263,Flipkart Customer,The watch which I took is very good and the display of the screen is very nice.the bettery of the watch is very good.READ MORE,
7264,Ajay Dandotiya,Good..👍👌READ MORE,4
7265,Flipkart Customer,best product like itREAD MORE,3
7266,Sweta Shalini,Good product at this price.👌🏼👍🏽READ MORE,4
7267,Flipkart Customer,Awesome productREAD MORE,5
7268,Birupakshya Samantaray,Very goodREAD MORE,5
7269,Bhajan Lal,Nice productREAD MORE,5
7270,Raju  Buwade,Nice watchREAD MORE,5
7271,Sasi Kumar,Nice products and value for my moneyREAD MORE,4
7272,KRISHNAKANTH RAMESETTY,GoodREAD MORE,5
7273,Iyyappan,Worth for moneyREAD MORE,5
7274,Chavda dinesh sinh  Rajput ,GoodREAD MORE,5
7275,Selvaraman Cn,"Watch is nice look.. But small display... Battery quality only 2 or 3days backup..   Charging time is 2.5hours for 100  %  ... Fit mostly under 25 years male or female... Good for fitness, gym going people's only...READ MORE",
7276,Khalid Tiger,Screen screch and polish problaimREAD MORE,
7277,Rahul Verma,OsmREAD MORE,4
7278,Parmeshwar  Ingle,Charger stopped working after 15 daysREAD MORE,4
7279,Agnishuddha  Guha,Very nice product..only the battery is a bit problem takes time to charge...but very nice...must buyREAD MORE,5
7280,Mahesh Kamthe,Worth every pennyREAD MORE,4
7281,dattaprasad manjrekar,AwesomeREAD MORE,5
7282,Pankaj Singh Bais,Products has been Not gudREAD MORE,
7283,Flipkart Customer,Good And Bad BothREAD MORE,
7284,Flipkart Customer,Classic watch..Really smart watch.READ MORE,5
7285,Virendra  Singh,Best watchREAD MORE,5
7286,Tharu Lakshu,Best bild quantity nice strap qualityREAD MORE,4
7287,Flipkart Customer,very good produvtREAD MORE,5
7288,Donifun Gonsalves,It's very good but  I have purchase the display was open with himREAD MORE,5
7289,Prachi Debnath,Display is not as shown in picture. But overall serves the purpose.READ MORE,4
7290,Anil Kumar,Nice watchREAD MORE,5
7291,Flipkart Customer,Varry badREAD MORE,
7292,nitin nigam,It's awesomeREAD MORE,5
7293,AKSHAY A R,Awesome product... Worth for money...READ MORE,5
7294,Manpreet kaur Kaur,"Really bad watch. I recommend not to buy. I randomly tested and recognised that it could also measure the heart rate and blood pressure of even a bedsheet. Moreover the stopwatch is named as the timer. Also it doesn't accurately measures the sleeping time as I never slept wearing it and it randomly showed 2hrs of sleep. Not worth the prize, not satisfied at all. BUT THE LOOK IS GOOD.READ MORE",
7295,Flipkart Customer,Best watcheREAD MORE,5
7296,Flipkart Customer,Good productREAD MORE,5
7297,Nitin  Pandit,Charging is stop after one weak..... It will not charged.... Betry totally dead....... It's useless now.....READ MORE,5
7298,jaynil rathod,"Smart look,Perfect strapsNice function 😊 loved itMust buy 👍🏻READ MORE",5
7299,Vrunda  Parekh ,The product is good...but for some reason it's not working.The watch should wake up right? It worked once for the first time we tried ans now it's shut ..tried charging also.but it's not happening.READ MORE,3
7300,Flipkart Customer,goodREAD MORE,5
7301,Flipkart Customer,Nice productREAD MORE,5
7302,Vivek Kumar,Nice experience.READ MORE,5
7303,Deepak Hangat,Not workingREAD MORE,
7304,Manoj Gaikwad,"Very avarage watch,just like kid's watch.READ MORE",
7305,Ameerkhan Asharaf A,Good productValue for money good product better batteryREAD MORE,5
7306,Flipkart Customer,It  was  amazing  👏READ MORE,5
7307,Flipkart Customer,Tooo niceREAD MORE,5
7308,Ashish Pawar,"Nice product, but screen size is not that which shown in advertisementREAD MORE",4
7309,jaswant singh,"After getting wet in rain, the display got spoiled.READ MORE",
7310,vijay meena,Value for money smartwatch considering the price and featuresREAD MORE,5
7311,Guru Goswami,NEW FEATURES AND COOL DISIGEN😍❤️READ MORE,5
7312,Flipkart Customer,The product was awesome and worth for the price💯READ MORE,4
7313,Prem Kumar,Worst product.READ MORE,
7314,Swapnil Kule,Very niceREAD MORE,5
7315,Mantasha,It's amazing 😺READ MORE,4
7316,Sudhanshu Verma,Good product in less moneyREAD MORE,5
7317,Flipkart Customer,Good watch.....READ MORE,3
7318,Shubham pandurang panchange Panchange,It Very Good ProductREAD MORE,5
7319,Flipkart Customer,Nice productREAD MORE,5
7320,Flipkart Customer,Not that much useful as per the priceREAD MORE,
7321,Aniket Malusare,Good quality. Value for money product.READ MORE,5
7322,shivendra shriwas,Good at this priceREAD MORE,4
7323,kiruthika S,Product was Hanging a lotREAD MORE,
7324,subrata Chowdhury,Ok okREAD MORE,3
7325,Namrata Yadav,NiceREAD MORE,4
7326,Surendra Kumar,Good productREAD MORE,5
7327,Shaik Rabbani,Very nice to fire boltt smart watchREAD MORE,5
7328,Giriraj Choudhary,Very Nice product good quality in lowest priceREAD MORE,5
7329,Jithin Vas,NiceREAD MORE,4
7330,Manish Kumar Jain,Nice watch in this budgetREAD MORE,5
7331,Pradeep  Jha,Very good 👍 product 👌READ MORE,5
7332,Anand  Babu,Its stopped working after few monthsREAD MORE,
7333,Flipkart Customer,"Awesome  I love this product CoolIn market this watch is 4,999But here is 1,999READ MORE",5
7334,Dr. Amit Sikdar,Nice product .. Go for it ...READ MORE,4
7335,Flipkart Customer,Good product.. But some features disappointed to me..READ MORE,4
7336,Flipkart Customer,I like this watchaREAD MORE,5
7337,Prashant Pandya,Superb Smartwatch... 👍READ MORE,5
7338,Varun Sukawala,AwesomeREAD MORE,5
7339,Sunnit Customer,Loved it......READ MORE,5
7340,Anil Kumar degala,Waste of moneyREAD MORE,
7341,Abhishek Barnwal,Just Better..READ MORE,4
7342,Ashwin Shrestha,I have experience this brand most disgusting brand only bring Famous Celebrity and shows you are the best but it is not real though who buy this company products they suffer many problems but you don't solve the problems you only ignored it that means you are only selling products but if the product have some issues you don't care you only fuck them.  Know we are chuttias that we trust your company productsREAD MORE,
7343,REYNOLD BASTIAN,Beautiful stylish & all in one watch with simple software.READ MORE,5
7344,Christy  Mohan,GoodREAD MORE,5
7345,Flipkart Customer,"Very good product. Feature and display are good. Battery backup, design also good. looking excellent . Best money value product.READ MORE",5
7346,Shubham Bawkar,Good ProductREAD MORE,4
7347,Shivam k,Very excellent product I have seen in middle price I am very happy to wear the watchREAD MORE,5
7348,Himanshu Kumar,Good product 👍READ MORE,4
7349,Preeti Yadav,Nice Watch Thank You Flipkart.😇READ MORE,5
7350,Souvick Sarkar,This Watch is perfect. 🙂READ MORE,5
7351,SRINU,ComfortabelREAD MORE,5
7352,Saurav Kumar,Best qualityREAD MORE,5
7353,Flipkart Customer,Nice 👍READ MORE,4
7354,Deepak kumar,Watch is not Good as it looks on adsREAD MORE,
7355,Flipkart Customer,Finishing need improvementREAD MORE,5
7356,Het  Kothari,It is very good product and it is perfectly worth for money.. it has many specifications like heart rate blood pressure spo2 etc.....READ MORE,5
7357,Deepak  Kumar,Nice product 👌READ MORE,5
7358,Flipkart Customer,Very good productREAD MORE,5
7359,Md. Murshed ,Its a very amazing product meet all the parameters of a budget smartwatch really love ♥️ the productREAD MORE,5
7360,Abhishek Singh,Excellent watch you must buy it. You can even set your pictures as wallpaper.READ MORE,5
7361,Gaddam Vaishureddy,It's an wonderful product I had been near seen this type of amazing product 🙋READ MORE,4
7362,RAHUL JAIN ,Very good product. Value for money.Highly Recommending.READ MORE,5
7363,Mahaboob  Basha  Shaik ,Better productREAD MORE,3
7364,Adarsh Mishra,I Love this Product 😄READ MORE,4
7365,Flipkart Customer,Nice product 👍READ MORE,5
7366,Vamsi Siddi,It's good in that priceREAD MORE,5
7367,Soumya  Prakash khandayatray,It's an excellent watch. Nyc product.READ MORE,5
7368,Kanav Bansal,Awesome productREAD MORE,5
7369,Anu Radha,Decent watch for the priceREAD MORE,4
7370,Flipkart Customer,Very goodREAD MORE,5
7371,amit singh,Awesome productsREAD MORE,5
7372,Ravi Kumar,Good productREAD MORE,4
7373,Chaudhri Kamini,Looking amazing watchREAD MORE,5
7374,Flipkart Customer,Nicely workingREAD MORE,5
7375,Neeraj Yadav,Touch not working after ten days..Now he not return it..READ MORE,5
7376,Rupam Basumatary,GoodREAD MORE,5
7377,Flipkart Customer,This  watch is  super  but  China  setREAD MORE,4
7378,Flipkart Customer,Super excellentREAD MORE,5
7379,Richa  Singh,Excellent watch!READ MORE,5
7380,Flipkart Customer,Good productREAD MORE,5
7381,Itz Shekhawat,Amazing watch❤️READ MORE,5
7382,Meghnath  Das,Defective product and even after the complain it's been a month still they didn't picked it up for replacement.READ MORE,
7383,Flipkart Customer,"Good product,  but I am facing display issue , after 1 week of purchaseREAD MORE",5
7384,Diwakar Jha,Overall good budget productREAD MORE,5
7385,Vinod Varagan,Thanks for the watch with low values and activty trackingREAD MORE,5
7386,Shrivinayak,It's my first smart watch I am really satisfied with this product....READ MORE,4
7387,Vishal Shah,Worth buying..so happy with the product...READ MORE,5
7388,Dilipkumar ,Wery Bed productREAD MORE,
7389,Flipkart Customer,Good one..READ MORE,5
7390,Akash Bhatt,Not bad this product 😌READ MORE,3
7391,Abhiram VENGAYIL ,Good watch and ComfortableREAD MORE,5
7392,Arun Thomas,I am very happy with the product. It's working well. Thanks Flipkart and Fire-BolttREAD MORE,5
7393,Chirag  Patel ,Nice productREAD MORE,5
7394,kalyan kumar,SuperREAD MORE,5
7395,reena kumari,Everything good but battery backup is lowREAD MORE,4
7396,Manisha Adhikari,"Battery life is great,Look great,Stylish, Happy to buy it.READ MORE",5
7397,Navneet Sharma,Good Watch in this Price. But Dial Pad is Not bigger as Showing in Specialization.READ MORE,3
7398,Flipkart Customer,Excellent product😊😊loved it❤️👍READ MORE,5
7399,Flipkart Customer,Not working and not connecting with mobileREAD MORE,
7400,Balaji Lalli,Waste ...Charger not working properlyREAD MORE,
7401,Upasna Gulati,I purchase it for my child and she love it .It is very comfortable in wearing.She love to wear it whole dayREAD MORE,5
7402,Basa Vinith kumar,Yaa its good i liked itREAD MORE,5
7403,Flipkart Customer,Superb quality watchREAD MORE,5
7404,Deep Sarkar,Value of money...READ MORE,5
7405,Rameshwar Nagar,"Touch for display of this watch was very hard, press many time but no walk up and function is not show in timely. Not good for me.READ MORE",3
7406,Shekh Sariad,Good product.READ MORE,4
7407,Ramesh Khandave,Value for money .READ MORE,4
7408,Flipkart Customer,Not okREAD MORE,
7409,Flipkart Customer,"The touch does not work after three days of its usage, touch to wake is fake.READ MORE",
7410,Pranita P,Nice productREAD MORE,5
7411,Seema Garg,Badest product I have ever seen tatttttiREAD MORE,
7412,Bhargavi,Good product with nice featurrsREAD MORE,5
7413,Somnath Khomane,Kids toyREAD MORE,
7414,Sangeeta  Singh ,Very good product value of moneyREAD MORE,5
7415,Manpreet Kaur,Best watch nice touch and the exercise system it is very helpful to get slimREAD MORE,5
7416,Flipkart Customer,Good and nice lookingREAD MORE,5
7417,Rajashekhar  Reddy ,SuperREAD MORE,4
7418,Rukaiya Saqib,Absolutely love it!!!Strongly built and easy to access.READ MORE,4
7419,Jayesh  Shah,Very goodREAD MORE,4
7420,Kamlesh  Ukey ,"Very Fine look, Better work than other watchesREAD MORE",4
7421,Kundan  Yadav,Nice smart watch... value for money.. first thing it’s supported iOS .. I am so happy for that ... one thing I need more strap so need help form support engineer’sREAD MORE,5
7422,Ishu  Jaiswal,This is a feature ladden smartwatch just rightly priced above the fitness bands.Happy with the purchase.READ MORE,5
7423,Prakhar,Nice smart watch... value for money.. first thing it’s supported iOS .. I am so happy for that ... one thing I need more strap so need help form support engineer’sREAD MORE,5
7424,Kishor Pu,SuperREAD MORE,4
7425,Sreeram Pammi,superrrrREAD MORE,5
7426,AVINASH  SINGH,"Firstly, it is submitted that the dail of watch display shown in the add / on Flipkart is full screen. However, the actually supplied watch dial is not full screen. 2. Worst Product.3. Charging issue.READ MORE",
7427,Rishika Singh,Best product in this rateREAD MORE,5
7428,Navdeep,Nice and worth of money 💰💵READ MORE,5
7429,devaraja bk raja ,please don't purchase this product is very poor quality i purchase this one 15 days back watch not working power not on😭😭😭READ MORE,
7430,Flipkart Customer,Not badREAD MORE,
7431,Akib Javed,Good watch in marginal priceREAD MORE,4
7432,Sandeep Surwadkar,Watch very badREAD MORE,
7433,Vikram Singh,Over all good product I am happy with fire bolt ninja watchREAD MORE,5
7434,Anurag  Khator,This watch is not supported with Lenovo k8 plus and sensors are not accurateREAD MORE,
7435,Flipkart Customer,Very budget friendly deviceREAD MORE,5
7436,Flipkart Customer,The watch is so goodREAD MORE,5
7437,Sanjib Sahu,Bad productREAD MORE,
7438,Aashok  Sahoo,Not value for moneyREAD MORE,
7439,Jai prakash,Nice watch 👍READ MORE,4
7440,manish tanwar,Good but display looking slightly cheaper and battery backup not much greatREAD MORE,4
7441,Nikita Mohanta,Awesome product.Value for moneyREAD MORE,5
7442,Arupneel Dutta,Nice product 🙏🏻💙😇READ MORE,5
7443,Saurabh Rajpoot,Best oneREAD MORE,5
7444,Amaresh Kumar,Big screen is showing in the dislay but it is very small in size everything else is good good budget smartwatchREAD MORE,5
7445,Prasanth Kumar,Very goodREAD MORE,5
7446,Shivani Sawant,Overall great purchase! Just expected expected bigger screen.READ MORE,4
7447,SANEER saneer,THIS IS THE BEST ONE IN THIS VALUEREAD MORE,5
7448,Altamash azhar,Don't buy wastage of money not value able productREAD MORE,
7449,Mithlesh Singh,Good productREAD MORE,3
7450,Anju  Chauhan,Must buy I love itREAD MORE,5
7451,Ankit singh,Good itemsREAD MORE,5
7452,Ashish  Patel ,In 15 days display stop working No after sale supportREAD MORE,
7453,Abhishek nagra,Not best itemREAD MORE,
7454,Flipkart Customer,Nice productrealy value of moneyREAD MORE,5
7455,Ashutosh kumar,Very nice watch at this price point thier in nothing better than this.READ MORE,4
7456,Prabhath kumar,Charger was very poor... Some time the charger not working properly.... And i talked with the costemer care excicutive he says nothing to do... And service center not avilable in my area... So don't buy this product....READ MORE,
7457,Kothandraman  kumar,Best offer in this priceREAD MORE,5
7458,Shah sahab,This is very good productsREAD MORE,5
7459,Meena Konsam,Overall goodREAD MORE,5
7460,Ganesh Vanama,GoodREAD MORE,5
7461,Ajay Zope,Very Nice ProductREAD MORE,5
7462,Flipkart Customer,Nice watchREAD MORE,4
7463,Subhajit .,Not badREAD MORE,3
7464,Gaurav  Sharma ,Connecting is slow and functional option lowREAD MORE,5
7465,Flipkart Customer,Best smart watch 😍😍READ MORE,5
7466,Pranjul Yadav,Nyc product in this price range. It's worth and all functions was practical.READ MORE,5
7467,Sri Tharun Pendurthi,Good but sensor accurwcy need to improve. Worth for price.READ MORE,4
7468,Flipkart Customer,"Lovely stylish watch at good price, gorgeous watch as describe, arrived promptly before time, well packed, happy with my purchase, you won't find a better watch than this at this price, well made watch, you won't be disappointed.READ MORE",5
7469,Iqbal  Ahmad,NiceREAD MORE,5
7470,Rintu Shaikh,The charger wire doesn't work properly even the charger system is very cheap type...Will not recommended anyone..READ MORE,
7471,Pradeep Thapa,GoodREAD MORE,4
7472,DIPENDU  BISWAS,Avarage performance.READ MORE,4
7473,Himansu sekhar chhuria,Maximum time the watch disconnected from app.READ MORE,3
7474,Srabani Basu,Good product into this price rangeREAD MORE,5
7475,Ehtesham  Ulla,Can't  connect  with dafitREAD MORE,
7476,Devashish Garkhal,Good productREAD MORE,5
7477,Md.azharul Ansari ,Plz don't buy this product...wast of money...READ MORE,
7478,Flipkart Customer,It's beautiful ❤️❤️❤️READ MORE,5
7479,Flipkart Customer,GoodREAD MORE,4
7480,Flipkart Customer,Awesome product 👌READ MORE,5
7481,Siddhesh Warang,Belt width soo short overall nice watchREAD MORE,4
7482,sarath sasidharan,Good product .READ MORE,5
7483,Ragavan R,Good in segment and in features tooREAD MORE,4
7484,Mahipal  Singh,Good watchREAD MORE,5
7485,Flipkart Customer,Through filpkart and go for better quality 👌READ MORE,5
7486,Chulbul Yadav ,Very good smart watch value for money battry life is awsomeREAD MORE,5
7487,Nishant Mistry,Awesome and perfect watch for first time smartwatch users.READ MORE,5
7488,SAURABH KUMAR,"Don't buy this product.  Battery Charging issue,  power on issue, worst product, Don't go for it.After 6 month of using my Smart watch is become Dead watch.READ MORE",
7489,Shalabh Gupta,Nice smart watch in buget with many exiting rewardsREAD MORE,5
7490,Abhishek Kumar,Good product on this priceREAD MORE,5
7491,Piyush Sharma,Thankyou for all flipkart teamREAD MORE,5
7492,Flipkart Customer,Nice watch in this price rangeREAD MORE,5
7493,BIBHUTI BHUSAN  MUKHERJEE ,NiceREAD MORE,5
7494,Bipasha  Ghosh Das,Not working properly...very bad product..READ MORE,
7495,Flipkart Customer,AmazingREAD MORE,5
7496,TANMOY SAHA,Very badThis co watchREAD MORE,
7497,prabhat Prajapati,Good productREAD MORE,4
7498,Koppula Kondal,Good ProductREAD MORE,5
7499,Sachin Kumar,GoodREAD MORE,5
7500,Biru Kumar,Battery Drean Fast and Sencer Not CorrectREAD MORE,3
7501,Mahender Reddy M,Basic Smart watchREAD MORE,3
7502,Manik Sadhwani,Ok good. value for moneyREAD MORE,4
7503,Flipkart Customer,A like it why i bought another watch brand this so ugly and this is so beautifulREAD MORE,5
7504,Piyush Mahto,"Nice smartwatch, build quality is good,value for money.READ MORE",5
7505,Pritam Kumbhar,Ninja Is actually A Beast in its Price Segment. i will Prefer this Watch to everyone who loves Budget friendly Watch and Want Best Features in Its Price Segment. Thanks Flipkart for this amazing Product and Thank to Brand Also.READ MORE,5
7506,Kalai Raja,"Looks cool , on time delivery , tracking also good . Design is goodREAD MORE",4
7507,UDAYVEER SINGH,Very bedREAD MORE,
7508,Flipkart Customer,Good productREAD MORE,5
7509,Flipkart Customer,Good by price and featuresREAD MORE,5
7510,Madhu Sir,NiceREAD MORE,4
7511,Sarath K,Nice product👌READ MORE,4
7512,JEMIL SINGH Isaac,Great!READ MORE,5
7513,Rasika Surve,Budget friendly smart watchREAD MORE,5
7514,Rohit SINGH,Wast of money don't buy this productREAD MORE,
7515,Flipkart Customer,Very good & Excellent watchREAD MORE,5
7516,mayank raj,Very nice product in budgetREAD MORE,5
7517,Flipkart Customer,very goodREAD MORE,5
7518,reajesh nayak,Nice productREAD MORE,4
7519,LAV  KUMAR,Very Good watch in affordable price  and excellent in styleREAD MORE,4
7520,Flipkart Customer,Loved it 😍READ MORE,5
7521,Flipkart Customer,Very bad services after 8 month display offREAD MORE,
7522,Manash jyoti  hazarika,Awesome productREAD MORE,5
7523,PRAV.  PANWAR,Very best smart watch .In budget price gave premium features .looking attractive and fassion able...READ MORE,4
7524,AMIT KUMAR  MAHETA,Wrost display .& Also vibrate without any msg or call or notifications.i hate this product & I wrost my money in this product 👎👎👎READ MORE,
7525,Manickavel.M,It is good  product.READ MORE,5
7526,Flipkart Customer,Very good productREAD MORE,5
7527,Saksham Kapoor,"This is a very nice product and looks classy in hand. It has alot of features and quality is also very good. As per my experience, i found this product best one as compared to other similar watches in the market. Nice 👍… Go for it ! ✅READ MORE",5
7528,MURALI N,Good like itREAD MORE,3
7529,Rajesh Jha,Liked the product.READ MORE,4
7530,Rahul  Raj ,I always some classy watch with excellent features and this is the watch which full fill my all requirement. Its spo2 feature helps when we need to check spo2 for unhealthier people.READ MORE,5
7531,Subhasis Das,Nice watch at this price range.READ MORE,4
7532,Akbarali Gulammahammad Desai,Good watchREAD MORE,4
7533,Flipkart Customer,AMAZING WATCH 👌🏻👌🏻👌🏻READ MORE,5
7534,Ashish  Kotecha,Value for money..READ MORE,4
7535,Ravendra  Singh,Got a smart watch at good price and with lot of Features.READ MORE,4
7536,Shefali Raturi,Good productREAD MORE,4
7537,Pramod  Maurya,GoodREAD MORE,5
7538,Wahab,Good one and recommended to allREAD MORE,5
7539,Seema Shetty,Damn!! This smart watch is just awesome it has all the stuff that you could find in any big brand watch. It's great to see that Boltt is trying to provide such an awesome range of products at the legit price bracket.READ MORE,5
7540,Flipkart Customer,Not working after 1months dnt buyREAD MORE,
7541,ASHOKE  DUTTA,Go for itREAD MORE,5
7542,Flipkart Customer,ExcellentREAD MORE,5
7543,Priya Kothari,Awesome smart watch...READ MORE,5
7544,Techi Aniya,Good I'm so happyREAD MORE,5
7545,Bharat  Malakwade,GoodREAD MORE,4
7546,Vaishali  Raghav,It's really amazing i m so happy for this watch & thank you so much filpkat 💝💝 it's work fantastic & product quality is awesome thanks againREAD MORE,5
7547,Piyush Kumar,Nice watch with excellent featuresREAD MORE,5
7548,Pinaki Ranjan Bhakat,Good product at this price range.READ MORE,5
7549,Flipkart Customer,This is my first smart watch.this is very wonderful.Grate watch at this price.READ MORE,5
7550,Irfan Md,Awesome watch at given price.. thanks flipkart gor delivering it very fast.READ MORE,5
7551,vishal kapdi,Good quality and awesome designREAD MORE,5
7552,Flipkart Customer,Very bad experienceREAD MORE,
7553,Devanand Ganji,NYCREAD MORE,5
7554,Pooja,"Very good product, good build quality, worth for moneyREAD MORE",5
7555,Muneer Ahmad,Nice and decent in this price.READ MORE,5
7556,Flipkart Customer,OkREAD MORE,4
7557,Sudha  Singh,Very nice product thanku so much flipkart 😘READ MORE,5
7558,Flipkart Customer,great productREAD MORE,5
7559,PRANAV VARMA VEGESNA,It is good but delivery is very lateREAD MORE,4
7560,Vikas  Sonawane,Great smart watching nice product smartwatch.Thank uREAD MORE,5
7561,Flipkart Customer,Good ProductREAD MORE,5
7562,Raj Inder,good quality productREAD MORE,5
7563,sattiraju badam,Nice productREAD MORE,4
7564,Flipkart Customer,Smartest watch which I ever purchased... Just loved the outlook and working wise it's user friendly n worth itREAD MORE,5
7565,keyur soni,"Good product with best prise, design is good quality is best. Allover nice product..👌👌😎READ MORE",5
7566,Himanshu Chugh,Very bad product battery backup only 2 hours guys pls don't buy this worst quality product.READ MORE,
7567,Flipkart Customer,Poor quality touch does not work properlyPlease don't purchase this brand(FIRE BOLTT) smart watch any costREAD MORE,
7568,Laabhansh  Jain,Very nice and stylish watch with good quality strap.It looks premium on my hand and the functions are really cool.The battery life is also good.READ MORE,5
7569,Flipkart Customer,Features was less it required more optionsREAD MORE,3
7570,Flipkart Customer,"Satisfied with the product ,same as shown in picture and good qualityREAD MORE",4
7571,Amit mishra,Worst smart watch ever seenREAD MORE,
7572,Flipkart Customer,Super..... 🤩READ MORE,5
7573,Flipkart Customer,Work like a 100 rs watchREAD MORE,
7574,vijaya Babu,Good it is worthble...READ MORE,4
7575,Sanny Vishvakarma,Very niceREAD MORE,5
7576,Dixit Fasra,GoodREAD MORE,5
7577,Deep Shikha,Very good and attractive smart watch battry backup is awesomeREAD MORE,5
7578,Ganesh Raparthi,Wonderful product. Design is awesome.READ MORE,5
7579,Flipkart Customer,The product is nice but dial of watch is some what small then I thought and two three features are use less it requires upgradeREAD MORE,4
7580,Flipkart Customer,GoodREAD MORE,4
7581,Prasannan PR,Very good compared to the priceREAD MORE,5
7582,Mohd Shihab,ExcellentREAD MORE,4
7583,Aman Agarwal,A stylish smartwatch which is the must to wear and this watch is all about that. it has a sporty look and it contains all the features that a smart watch should contain. The most important thing is the price at which you are getting these.READ MORE,5
7584,Ankush chouhan,This watch looks good and very lite wait .READ MORE,5
7585,Flipkart Customer,Really great product. Worth moneyREAD MORE,5
7586,Flipkart Customer,Very good productsREAD MORE,3
7587,Durga Prasad Naik Prasad Naik,Very nice and good workingREAD MORE,5
7588,rajwinder Kaur,Best product everREAD MORE,5
7589,Sunil pradhan,OkREAD MORE,5
7590,Flipkart Customer,It is very good productREAD MORE,5
7591,Flipkart Customer,Very good productREAD MORE,5
7592,Ram Jagdhane,Nice watchREAD MORE,5
7593,Akanksha Tiwari,Amazing productREAD MORE,5
7594,pooja kumari,"Absolutely love it ,worth money ?READ MORE",5
7595,Annu Pandey,Trusted brand no compromise in quality.UI is smooth and best.Loved the built quality of watchREAD MORE,5
7596,Vinay Yadav,The measurement are very accurate and correct.Qualitywise best smartwatch for daily use.Battery backup is goodREAD MORE,5
7597,Flipkart Customer,Wastage of moneyREAD MORE,
7598,Flipkart Customer,I'm satisfied with the product. Light weight metal body. Looks are impressiveREAD MORE,5
7599,vinithkumar d,Good product.READ MORE,4
7600,Sweta  Bajaj,I loved the design and also the fact that it's price is worth paying for. You can go for itREAD MORE,5
7601,Ayush kumar Singh,Its a very good product.READ MORE,5
7602,Panil Kumar,"I bought this watch a few months back. It is working perfectly and I have no problems with this. It's touch screen, sleep tracking, sports, alarm, etc are awesome. In many reviews I saw that they say that it is not working properly and blah blah. Please do not agree with them. This is an awesome product. You should definitely buy this. Thanks to Flipkart also that it delivered the proxy on the same day of orderingREAD MORE",5
7603,Flipkart Customer,GoodREAD MORE,4
7604,Flipkart Customer,Good productREAD MORE,4
7605,Flipkart Customer,Very nice as per priceREAD MORE,4
7606,Naushad  Khan,In this price segment it’s good.READ MORE,3
7607,Satish Mishra,Good productREAD MORE,4
7608,Flipkart Customer,This watch is very badREAD MORE,
7609,Sk mhd ali Pandu,Super Watch i got 1800READ MORE,5
7610,Flipkart Customer,Watch had gone out of order within 3 day after our purchasingREAD MORE,
7611,Sarthak Kothari,Go for it best product in pocket friendly budget.READ MORE,5
7612,Sohana,I' m continuously using this since I hav received it and have not faced any issues till now. It has gud display . feature works well. Really love it.READ MORE,5
7613,Flipkart Customer,Worth itREAD MORE,5
7614,Abhishek Meena,Bad productREAD MORE,
7615,Flipkart Customer,Awesome watch I Just loved it😘😘😘READ MORE,4
7616,Abhishek Dubey,Nice nice watchREAD MORE,5
7617,Lakshya Agrawal,Very nice value for moneyREAD MORE,5
7618,Sureshbabu KP,"A nice product.. with call & notification alert, .. only one drawback i noticed is not showing second in time, which i requiredREAD MORE",5
7619,Flipkart Customer,Did play is very smallREAD MORE,
7620,Abin philip,Very good and attractive product. Value for moneyREAD MORE,5
7621,asmita patil,Good quality and nice lookREAD MORE,5
7622,Flipkart Customer,Very nice watch I loved it I didn't see like this watch in the whole world loved it very muchREAD MORE,5
7623,Kanagaraj,Watch is awesome and stylish this display is very brightREAD MORE,5
7624,Abhishek Sharma,NycREAD MORE,5
7625,Prasanta Nath,GoodREAD MORE,4
7626,Flipkart Customer,So nice and best productREAD MORE,5
7627,Syed  Shamail ,Not too satisfying but yeah it's good on the priceREAD MORE,4
7628,Ram  Soni,Very good productREAD MORE,4
7629,Piyush Raj,Till date I've used a lot of smart watches from different companies but by far this watch right here is my personal favorite. From steps to heart rate to notifications on your phone to controlling music from your watch  all the daily necessary things are in this watch. Highly recommendedREAD MORE,5
7630,Piyush Kumar,"Awesome product. Great smart watch with fitness tracker, BP & heart rate monitor,SpO2 monitor, sleep tracker, lots of each faces, different training mode, weather update, SMS , camera control and many other features.i have used for one week and accuracy is also good when compared. At this price it's an absolute value buy smart watch.READ MORE",5
7631,Jatin Jain,"My experience with Fire-Boltt Smart Watch has been top notch. I bought this amazing smart watch from Fire-Boltt and it's a really good sports smart watch. Main attraction is sleek, lightweight design accompanied by it's SPO2 function. This supercool watch has 7 sports mode. The HD display is bright and has been keeping up pretty well even under direct sunlightREAD MORE",5
7632,Flipkart Customer,Looks good ...performance is awesome. Sporty style.READ MORE,4
7633,Aman Raj,Nice productREAD MORE,5
7634,Ashok kumar Singhvi,Blood pressure monitor not proper working and all activities show is wrongREAD MORE,
7635,Richa Singh,NiceREAD MORE,4
7636,Jayasimha S,Nice and weightless. Feels stylish too!READ MORE,5
7637,Flipkart Customer,Overall nice dealREAD MORE,4
